"Reporting Period","Project ID","Project County","Project City","Project ZIP","Gas Utility","Electric Utility","Project Completion Date","Total Project Cost","Pre-Retrofit Home Heating Fuel Type","Year Home Built","Size Of Home","Number Of Units","Job Type","Type Of Dwelling","Measure Type","Estimated Annual kWh Savings","Estimated Annual MMBtu Savings","First Year Modeled Project Energy Savings $ Estimate","Location 1"
"06/30/2023","487920","Orange","Chester","10918",,"Orange & Rockland","11/02/2021","$12,780.00","Oil",,"3,588","1","Home Performance","Single Family","Building Shell","0.00","114.00","$2,492.00"," Chester NY 10918 (41.357035, -74.27481)"
"06/30/2023","515639","Bronx","Bronx","10468",,"Consolidated Edison","10/19/2021","$3,712.00","Oil","1922","2,052","1","Home Performance","Single Family","Building Shell","510.00","29.00","$782.00"," Bronx NY 10468 (40.865445, -73.90126)"
"06/30/2023","503558","Oneida","Blossvale","13308",,"National Grid","10/12/2021","$7,621.00","Propane","1951","1,134","1","Home Performance","Single Family","Building Shell","208.00","24.00","$709.00"," Blossvale NY 13308 (43.2108091, -75.7224284)"
"06/30/2023","504650","Oswego","Pennellville","13132",,"National Grid","08/26/2021","$4,684.00","Oil","1966","1,500","1","Home Performance","Single Family","Building Shell","1,230.00","11.00","$367.00"," Pennellville NY 13132 (43.2324863, -76.2209251)"
"06/30/2023","485190","Herkimer","Mohawk","13407",,"National Grid","07/13/2021","$2,788.00","Oil",,"1,350","1","Home Performance","Single Family","Building Shell","623.00","4.00","$148.00"," Mohawk NY 13407 (43.0079193, -75.0060305)"
"06/30/2023","501355","Erie","Buffalo","14217",,"National Grid","07/06/2021","$10,453.00","Other",,"1,820","1","Home Performance","Single Family","Building Shell","0.00","64.00","$551.00"," Buffalo NY 14217 (42.96566, -78.873825)"
"06/30/2023","494811","Saratoga","Hadley","12835",,"National Grid","06/21/2021","$6,600.00","Propane","1984","952","1","Home Performance","Mobile","Building Shell","721.00","24.00","$357.00"," Hadley NY 12835 (43.288235, -74.01149)"
"06/30/2023","465613","Oneida","Lee","13471",,"National Grid","05/06/2021","$8,783.00","Propane","1921","1,736","1","Home Performance","Single Family","Building Shell","1,483.00","18.00","$468.00"," Lee NY 13471 (43.29767, -75.61509)"
"06/30/2023","483601","Cortland","Marathon","13803",,"National Grid","04/20/2021","$13,663.00","Other",,"2,494","1","Home Performance","Single Family","Building Shell","0.00","55.00","$960.00"," Marathon NY 13803 (42.4415195, -76.0365452)"
"06/30/2023","471421","Oneida","Clayville","13322",,"National Grid","03/30/2021","$5,257.00","Oil",,"994","1","Home Performance","Mobile","Building Shell","510.00","13.00","$334.00"," Clayville NY 13322 (42.97894, -75.24988)"
"06/30/2023","492686","Otsego","Mohawk","13439",,"National Grid","03/30/2021","$4,982.00","Propane",,"980","1","Home Performance","Mobile","Building Shell","400.00","6.00","$165.00"," Mohawk NY 13439 (43.01129, -75.00465)"
"06/30/2023","462027","Erie","Lawtons","14091",,"National Grid","01/26/2021","$5,730.00","Propane","1977","2,953","1","Home Performance","Single Family","Building Shell","1,291.00","11.00","$409.00"," Lawtons NY 14091 (42.53725, -78.9316132)"
"06/30/2023","472326","Saratoga","Ballston Spa","12020",,"National Grid","01/19/2021","$6,992.00","Propane","1991","1,248","1","Home Performance","Mobile","Building Shell","443.00","22.00","$637.00"," Ballston Spa NY 12020 (43.006105, -73.851605)"
"06/30/2023","470340","Oswego","Pulaski","13142",,"National Grid","12/01/2020","$7,954.00","Propane","1981","924","1","Home Performance","Mobile","Building Shell","132.00","16.00","$406.00"," Pulaski NY 13142 (43.566945, -76.128275)"
"06/30/2023","456154","Chenango","Norwich","13815",,"New York State Electric & Gas","12/01/2020","$2,915.00","Oil","1936","1,056","1","Home Performance","Single Family","Building Shell","427.00","12.00","$282.00"," Norwich NY 13815 (42.5311852, -75.521324)"
"06/30/2023","462780","Fulton","Dolgeville","13329",,"National Grid","11/03/2020","$5,616.00","Oil",,"1,296","1","Home Performance","Single Family","Building Shell","510.00","38.00","$712.00"," Dolgeville NY 13329 (43.10185, -74.77389)"
"06/30/2023","464110","Onondaga","Syracuse","13207","National Grid","National Grid","09/03/2020","$6,866.00","Natural Gas","1951","972","1","Home Performance","Single Family","Building Shell","510.00","43.00","$407.00"," Syracuse NY 13207 (43.0200289, -76.1626311)"
"06/30/2023","468077","Cayuga","Sterling","13156",,"Rochester Gas & Electric","08/20/2020","$4,859.00","Propane","1994","924","1","Home Performance","Mobile","Building Shell","0.00","40.00","$987.00"," Sterling NY 13156 (43.31597, -76.703585)"
"06/30/2023","454122","Queens","Queens","11369","National Grid","Consolidated Edison","03/25/2020","$5,412.00","Natural Gas","1928","1,248","1","Home Performance","Single Family","Building Shell","510.00","36.00","$525.00"," Queens NY 11369 (40.764105, -73.874425)"
"06/30/2023","439970","Oneida","Utica","13502","National Grid","National Grid","03/18/2020","$4,721.00","Natural Gas",,"882","1","Home Performance","Single Family","Building Shell","0.00","17.00","$143.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","440810","Oneida","Clinton","13323","National Grid","National Grid","03/03/2020","$5,480.00","Natural Gas",,"1,774","1","Home Performance","Single Family","Building Shell","368.00","29.00","$277.00"," Clinton NY 13323 (43.04923, -75.38455)"
"06/30/2023","426889","Oneida","Utica","13502","National Grid","National Grid","03/03/2020","$1,191.00","Electric",,"1,556","1","Home Performance","Single Family","Building Shell","510.00","2.00","$71.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","426191","Oswego","Oswego","13126","National Grid","National Grid","02/18/2020","$1,329.00","Natural Gas","1966","896","1","Home Performance","Single Family","Building Shell","510.00","6.00","$100.00"," Oswego NY 13126 (43.457085, -76.499485)"
"06/30/2023","445492","Tompkins","Ithaca","14850",,"New York State Electric & Gas","01/20/2020","$6,640.00","Propane",,"910","1","Home Performance","Mobile","Building Shell","0.00","25.00","$798.00"," Ithaca NY 14850 (42.444575, -76.5001)"
"06/30/2023","424647","Columbia","Chatham","12037",,"New York State Electric & Gas","01/07/2020","$2,000.00","Propane","1999","980","1","Home Performance","Mobile","Building Shell","343.00","1.00","$65.00"," Chatham NY 12037 (42.359395, -73.599105)"
"06/30/2023","409282","Franklin","Malone","12953",,"National Grid","12/06/2019","$1,891.00","Oil",,"1,250","1","Home Performance","Single Family","Building Shell","1,317.00","3.00","$191.00"," Malone NY 12953 (44.850165, -74.294435)"
"06/30/2023","439701","Oswego","Fulton","13069",,"National Grid","12/03/2019","$8,655.00","Propane","1986","1,056","1","Home Performance","Mobile","Building Shell","410.00","25.00","$672.00"," Fulton NY 13069 (43.325035, -76.41174)"
"06/30/2023","438153","Oswego","Oswego","13126","National Grid","National Grid","11/22/2019","$9,219.00","Electric","1974","1,112","1","Home Performance","Mobile","Building Shell","9,657.00","2.00","$1,022.00"," Oswego NY 13126 (43.457085, -76.499485)"
"06/30/2023","434939","Erie","Buffalo","14218",,"National Grid","11/22/2019","$5,027.00","Natural Gas","1921","2,340","1","Home Performance","Single Family","Building Shell","510.00","46.00","$394.00"," Buffalo NY 14218 (42.820135, -78.82654)"
"06/30/2023","430915","Orange","Otisville","10963",,"Orange & Rockland","11/22/2019","$1,221.00","Oil","1953","1,698","1","Home Performance","Single Family","Building Shell","510.00","3.00","$154.00"," Otisville NY 10963 (41.469245, -74.53784)"
"06/30/2023","348158","Saratoga","Gansevoort","12831",,"National Grid","10/24/2019","$1,156.00","Propane","1996","1,064","1","Home Performance","Mobile","Building Shell","865.00","4.00","$214.00"," Gansevoort NY 12831 (43.134105, -73.76468)"
"06/30/2023","417816","Oneida","Lee Center","13363",,"National Grid","10/17/2019","$6,713.00","Other",,"858","1","Home Performance","Mobile","Building Shell","0.00","25.00","$507.00"," Lee Center NY 13363 (43.302289, -75.5188154)"
"06/30/2023","429974","Wayne","Macedon","14502",,"Rochester Gas & Electric","10/07/2019","$6,078.00","Propane","1984","840","1","Home Performance","Mobile","Building Shell","368.00","32.00","$1,190.00"," Macedon NY 14502 (43.0644068, -77.31804)"
"06/30/2023","413371","Oneida","Utica","13502",,"National Grid","10/04/2019","$12,653.00","Oil","1952","1,351","1","Home Performance","Single Family","Building Shell","0.00","75.00","$1,322.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","392749","Columbia","Hudson","12534",,"National Grid","09/30/2019","$6,571.00","Oil",,"800","1","Home Performance","Single Family","Building Shell","568.00","57.00","$898.00"," Hudson NY 12534 (42.251635, -73.78808)"
"06/30/2023","428799","Onondaga","Syracuse","13205","National Grid","National Grid","09/25/2019","$4,834.00","Natural Gas",,"1,140","1","Home Performance","Single Family","Building Shell","0.00","24.00","$195.00"," Syracuse NY 13205 (43.0257179, -76.1480025)"
"06/30/2023","420005","Oswego","Hannibal","13074",,"National Grid","09/09/2019","$5,365.00","Propane","1977","1,064","1","Home Performance","Mobile","Building Shell","0.00","11.00","$284.00"," Hannibal NY 13074 (43.31688, -76.57583)"
"06/30/2023","416672","Oneida","Remsen","13438",,"National Grid","08/20/2019","$3,713.00","Oil","1998","1,836","1","Home Performance","Single Family","Building Shell","510.00","10.00","$334.00"," Remsen NY 13438 (43.3244276, -75.1890252)"
"06/30/2023","404916","Tioga","Waverly","14892",,"Municipal","07/11/2019","$2,245.00","Natural Gas","2002","1,768","1","Home Performance","Mobile","Building Shell","0.00","12.00","$115.00"," Waverly NY 14892 (42.0063557, -76.5395682)"
"06/30/2023","411835","Oneida","Ava","13303",,"National Grid","06/28/2019","$5,793.00","Oil","1971","1,228","1","Home Performance","Single Family","Building Shell","301.00","35.00","$644.00"," Ava NY 13303 (43.3012781, -75.4464436)"
"06/30/2023","395114","Cortland","Truxton","13158",,"National Grid","05/31/2019","$1,726.00","Propane","1951","3,250","1","Home Performance","Single Family","Building Shell","853.00","2.00","$170.00"," Truxton NY 13158 (42.71195, -76.02915)"
"06/30/2023","376614","Warren","Athol","12810",,"National Grid","05/02/2019","$5,752.00","Propane",,"1,199","1","Home Performance","Mobile","Building Shell","0.00","29.00","$706.00"," Athol NY 12810 (43.4831, -73.8852403)"
"06/30/2023","397634","Oswego","Williamstown","13493",,"National Grid","04/29/2019","$5,967.00","Propane",,"980","1","Home Performance","Mobile","Building Shell","0.00","24.00","$744.00"," Williamstown NY 13493 (43.4238102, -75.8870704)"
"06/30/2023","369796","Genesee","Elba","14058",,"National Grid","04/11/2019","$5,761.00","Propane",,"1,456","1","Home Performance","Mobile","Building Shell","393.00","27.00","$395.00"," Elba NY 14058 (43.0803912, -78.1866858)"
"06/30/2023","391583","Herkimer","Ilion","13357","National Grid","Municipal","04/11/2019","$1,346.00","Natural Gas",,"1,480","1","Home Performance","Single Family","Building Shell","0.00","4.00","$35.00"," Ilion NY 13357 (43.014355, -75.043565)"
"06/30/2023","376278","Wayne","Red Creek","13143",,"Rochester Gas & Electric","04/01/2019","$5,050.00","Propane","1987","980","1","Home Performance","Mobile","Building Shell","510.00","9.00","$390.00"," Red Creek NY 13143 (43.2455012, -76.725241)"
"06/30/2023","375899","Oneida","Rome","13440","National Grid","National Grid","03/28/2019","$4,286.00","Natural Gas","1945","875","1","Home Performance","Single Family","Building Shell","1,704.00","14.00","$368.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","379066","Oneida","Utica","13501","National Grid","National Grid","03/25/2019","$5,626.00","Natural Gas",,"1,664","1","Home Performance","Single Family","Building Shell","0.00","46.00","$420.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","387497","Oneida","Clinton","13323",,"National Grid","02/15/2019","$6,848.00","Kerosene","1984","888","1","Home Performance","Mobile","Building Shell","410.00","39.00","$808.00"," Clinton NY 13323 (43.04923, -75.38455)"
"06/30/2023","366375","Oneida","Forestport","13338",,"National Grid","02/15/2019","$5,754.00","Kerosene","1979","960","1","Home Performance","Mobile","Building Shell","343.00","19.00","$458.00"," Forestport NY 13338 (43.43901, -75.202225)"
"06/30/2023","374659","Oneida","Utica","13501","National Grid","National Grid","02/11/2019","$5,669.00","Natural Gas","1921","1,364","1","Home Performance","Single Family","Building Shell","510.00","44.00","$472.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","373740","Wayne","Lyons","14489",,"New York State Electric & Gas","01/28/2019","$4,479.00","Propane","1988","Report SF less than 800","1","Home Performance","Single Family","Building Shell","368.00","23.00","$620.00"," Lyons NY 14489 (43.064965, -76.99033)"
"06/30/2023","377022","Tompkins","Ithaca","14850",,"New York State Electric & Gas","12/03/2018","$4,392.00","Propane","1997","1,500","1","Home Performance","Mobile","Building Shell","410.00","19.00","$542.00"," Ithaca NY 14850 (42.444575, -76.5001)"
"06/30/2023","374345","Queens","Queens","11435","National Grid","Consolidated Edison","12/03/2018","$4,628.00","Natural Gas","1961","1,248","1","Home Performance","Single Family","Building Shell","443.00","27.00","$440.00"," Queens NY 11435 (40.69992, -73.80949)"
"06/30/2023","372577","Oneida","Rome","13440",,"National Grid","11/09/2018","$6,371.00","Propane","1981","840","1","Home Performance","Mobile","Building Shell","259.00","26.00","$648.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","340104","Chautauqua","Ashville","14710",,"National Grid","09/24/2018","$5,007.00","Propane","2004","1,624","1","Home Performance","Mobile","Building Shell","510.00","31.00","$801.00"," Ashville NY 14710 (42.0936427, -79.3746095)"
"06/30/2023","352568","Cortland","Cortland","13045",,"National Grid","09/06/2018","$2,457.00","Propane","1997","960","1","Home Performance","Mobile","Building Shell","343.00","17.00","$484.00"," Cortland NY 13045 (42.600225, -76.18184)"
"06/30/2023","360202","Orange","Monroe","10950","Orange & Rockland","Orange & Rockland","08/06/2018","$5,131.00","Natural Gas","1971","2,000","1","Home Performance","Single Family","Building Shell","0.00","23.00","$323.00"," Monroe NY 10950 (41.33131, -74.188885)"
"06/30/2023","352814","Oneida","Lee Cener","13363",,"National Grid","07/26/2018","$5,622.00","Kerosene","1985","840","1","Home Performance","Mobile","Building Shell","301.00","21.00","$371.00"," Lee Cener NY 13363 (43.302289, -75.5188154)"
"06/30/2023","349595","Oneida","Rome","13440","National Grid","National Grid","06/28/2018","$7,299.00","Natural Gas","1953","1,716","1","Home Performance","Single Family","Building Shell","0.00","68.00","$622.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","355715","Oswego","Hannibal","13074",,"National Grid","06/18/2018","$5,681.00","Wood","1993","980","1","Home Performance","Mobile","Building Shell","0.00","42.00","$473.00"," Hannibal NY 13074 (43.31688, -76.57583)"
"06/30/2023","341107","Oneida","Utica","13502","National Grid","National Grid","05/18/2018","$2,215.00","Natural Gas","1961","2,399","1","Home Performance","Single Family","Building Shell","494.00","12.00","$176.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","352253","Onondaga","Delphi","13051",,"National Grid","04/13/2018","$5,039.00","Propane","1991","840","1","Home Performance","Mobile","Building Shell","301.00","16.00","$489.00"," Delphi NY 13051 (42.87772, -75.913565)"
"06/30/2023","327083","Oneida","Boonville","13309","National Grid","Municipal","03/28/2018","$6,835.00","Wood",,"875","1","Home Performance","Single Family","Building Shell","0.00","67.00","$608.00"," Boonville NY 13309 (43.48398, -75.335415)"
"06/30/2023","336072","Saratoga","Rock City Falls","12863",,"National Grid","03/28/2018","$1,016.00","Propane",,"980","1","Home Performance","Mobile","Building Shell","510.00","9.00","$232.00"," Rock City Falls NY 12863 (43.06062, -73.9172)"
"06/30/2023","340127","Oswego","Hannibal","13074",,"National Grid","02/12/2018","$5,731.00","Propane","1920","1,296","1","Home Performance","Single Family","Building Shell","510.00","34.00","$956.00"," Hannibal NY 13074 (43.31688, -76.57583)"
"06/30/2023","331854","Oneida","Sherrill","13461",,"Municipal","02/12/2018","$4,998.00","Oil","1957","1,200","1","Home Performance","Single Family","Building Shell","0.00","25.00","$409.00"," Sherrill NY 13461 (43.069655, -75.601065)"
"06/30/2023","319939","Niagara","Sanborn","14132",,"National Grid","01/04/2018","$3,048.00","Natural Gas",,"802","1","Home Performance","Mobile","Building Shell","0.00","15.00","$238.00"," Sanborn NY 14132 (43.140465, -78.885555)"
"06/30/2023","545481","Queens","Queens","11418",,"Consolidated Edison","05/31/2022","$9,998.00","Natural Gas",,"1,860","1","Home Performance","Single Family","Building Shell","320.00","63.00","$753.00"," Queens NY 11418 (40.698085, -73.834705)"
"06/30/2023","572700","Monroe","Rochester","14621","Rochester Gas & Electric","Rochester Gas & Electric","05/16/2023","$6,388.00","Natural Gas",,"1331","1","Home Performance","Single Family","Building Shell","596.00","22.00","$256.00"," Rochester NY 14621 (43.181935, -77.60976)"
"06/30/2023","549696","Monroe","Rochester","14616","Rochester Gas & Electric","Rochester Gas & Electric","12/20/2022","$11,238.00","Natural Gas",,"1456","1","Home Performance","Single Family","Building Shell","774.00","35.00","$387.00"," Rochester NY 14616 (43.22041, -77.64325)"
"06/30/2023","555282","Monroe","Rochester","14626","Rochester Gas & Electric","Rochester Gas & Electric","06/15/2023","$11,755.00","Natural Gas",,"1358","1","Home Performance","Single Family","Building Shell","-430.00","42.00","$338.00"," Rochester NY 14626 (43.21119, -77.696605)"
"06/30/2023","537758","Monroe","Hilton","14468","Rochester Gas & Electric","Rochester Gas & Electric","06/07/2022","$14,782.00","Natural Gas",,"2,188","1","Home Performance","Single Family","Building Shell","368.00","38.00","$367.00"," Hilton NY 14468 (43.289475, -77.78763)"
"06/30/2023","496742","Bronx","The Bronx","10467","Consolidated Edison","Consolidated Edison","03/17/2022","$1,324.00","Natural Gas",,"1,197","1","Electric Reduction","Single Family","Building Shell","734.00","2.00","$189.00"," The Bronx NY 10467 (40.874915, -73.867125)"
"06/30/2023","507169","Orleans","Albion","14411","New York State Electric & Gas","National Grid","01/11/2022","$1,900.00","Natural Gas","1942","1,536","1","Home Performance","Single Family","Building Shell","259.00","5.00","$78.00"," Albion NY 14411 (43.243405, -78.193475)"
"06/30/2023","533925","Erie","Cheektowaga","14227","National Fuel Gas Distribution","New York State Electric & Gas","03/18/2022","$5,697.00","Natural Gas",,"1,296","1","Home Performance","Single Family","Building Shell","0.00","45.00","$383.00"," Cheektowaga NY 14227 (42.884806082, -78.750933104)"
"06/30/2023","576929","Kings","Brooklyn","11236",,"Consolidated Edison","06/13/2023","$13,769.00","Natural Gas",,"1762","2","Home Performance","Single Family","Building Shell","545.00","69.00","$1,275.00"," Brooklyn NY 11236 (40.644345, -73.905535)"
"06/30/2023","573642","Suffolk","Bay Shore","11706",,"New York State Electric & Gas","06/29/2023","$4,912.00","Natural Gas",,"1190","1","Home Performance","Single Family","Building Shell","224.00","17.00","$328.00"," Bay Shore NY 11706 (40.7265495, -73.2512226)"
"06/30/2023","545554","Allegany","Friendship","14739","National Fuel Gas Distribution","Rochester Gas & Electric","10/06/2022","$12,068.00","Natural Gas",,"1690","1","Home Performance","Single Family","Building Shell","1,052.00","57.00","$598.00"," Friendship NY 14739 (42.2107053, -78.1354188)"
"06/30/2023","494550","Jefferson","Theresa","13691",,"National Grid","03/22/2022","$8,646.00","Propane","1992","1,600","1","Home Performance","Mobile","Building Shell","906.00","34.00","$1,440.00"," Theresa NY 13691 (44.21656, -75.79918)"
"06/30/2023","532856","Oswego","Fulton","13069","National Grid","National Grid","03/31/2022","$3,135.00","Natural Gas",,"2,328","2","Home Performance","Single Family","Building Shell","510.00","27.00","$353.00"," Fulton NY 13069 (43.325035, -76.41174)"
"06/30/2023","568958","Oneida","Holland Patent","13354",,"National Grid","03/09/2023","$5,959.00","Kerosene",,"1917","1","Home Performance","Single Family","Building Shell","26.00","16.00","$443.00"," Holland Patent NY 13354 (43.2437358, -75.2562974)"
"06/30/2023","564734","Cortland","Truxton","13158",,"National Grid","02/28/2023","$13,022.00","Oil",,"1730","1","Home Performance","Single Family","Building Shell","269.00","43.00","$978.00"," Truxton NY 13158 (42.71195, -76.02915)"
"06/30/2023","564304","Monroe","Rochester","14615","Rochester Gas & Electric","Rochester Gas & Electric","01/25/2023","$12,867.00","Natural Gas",,"1469","1","Home Performance","Single Family","Building Shell","1,160.00","47.00","$528.00"," Rochester NY 14615 (43.1983016, -77.6344761)"
"06/30/2023","569453","Herkimer","West Winfield","13491",,"New York State Electric & Gas","03/07/2023","$10,838.00","Oil",,"3512","1","Home Performance","Single Family","Building Shell","596.00","70.00","$1,596.00"," West Winfield NY 13491 (42.88617, -75.189695)"
"06/30/2023","541701","Dutchess","Fishkill","12524",,"Central Hudson Gas & Electric","05/12/2022","$7,477.00","Propane",,"938","1","Home Performance","Mobile","Building Shell","510.00","14.00","$674.00"," Fishkill NY 12524 (41.53425, -73.901355)"
"06/30/2023","551600","Niagara","Niagara Falls","14304","National Fuel Gas Distribution","National Grid","11/11/2022","$1,476.00","Natural Gas",,"1232","1","Home Performance","Single Family","Building Shell","4.00","1.00","$7.00"," Niagara Falls NY 14304 (43.090764, -78.96109)"
"06/30/2023","545949","Cortland","Cortland","13045","New York State Electric & Gas","National Grid","08/25/2022","$2,334.00","Natural Gas",,"Report SF less than 800","1","Home Performance","Single Family","Building Shell","314.00","10.00","$140.00"," Cortland NY 13045 (42.600225, -76.18184)"
"06/30/2023","547254","Oneida","Remsen","13438",,"National Grid","07/19/2022","$6,864.00","Wood",,"1,344","1","Home Performance","Single Family","Building Shell","477.00","127.00","$2,668.00"," Remsen NY 13438 (43.3244276, -75.1890252)"
"06/30/2023","526361","Seneca","Seneca Falls","13148","New York State Electric & Gas","New York State Electric & Gas","01/27/2022","$4,436.00","Natural Gas",,"1,335","1","Home Performance","Single Family","Building Shell","510.00","32.00","$373.00"," Seneca Falls NY 13148 (42.91278, -76.795365)"
"06/30/2023","576463","Queens","Queens","11420",,"Consolidated Edison","05/16/2023","$12,853.00","Oil",,"1876","1","Home Performance","Single Family","Building Shell","649.00","69.00","$2,744.00"," Queens NY 11420 (40.67144, -73.81526)"
"06/30/2023","536929","Orange","Monroe","10950","Orange & Rockland","Orange & Rockland","01/10/2023","$8,066.00","Natural Gas",,"1926","1","Home Performance","Single Family","Building Shell","105.00","20.00","$251.00"," Monroe NY 10950 (41.33131, -74.188885)"
"06/30/2023","562021","Broome","Conklin","13748",,"New York State Electric & Gas","04/27/2023","$7,764.00","Propane",,"896","1","Home Performance","Mobile","Building Shell","269.00","12.00","$403.00"," Conklin NY 13748 (42.0737105, -75.8181345)"
"06/30/2023","504410","Onondaga","Syracuse","13208","National Grid","National Grid","06/16/2022","$12,315.00","Natural Gas","1901","856","1","Home Performance","Single Family","Building Shell","0.00","36.00","$395.00"," Syracuse NY 13208 (43.0650476, -76.1505831)"
"06/30/2023","551405","Niagara","Niagara Falls","14304","National Fuel Gas Distribution","National Grid","12/22/2022","$6,389.00","Natural Gas",,"864","1","Home Performance","Single Family","Building Shell","442.00","16.00","$197.00"," Niagara Falls NY 14304 (43.090764, -78.96109)"
"06/30/2023","553627","Genesee","Leroy","14482","Rochester Gas & Electric","National Grid","03/09/2023","$883.00","Natural Gas",,"1088","1","Home Performance","Single Family","Building Shell","395.00","3.00","$73.00"," Leroy NY 14482 (42.976665, -77.987555)"
"06/30/2023","577504","Oneida","Whitesboro","13492","National Grid","National Grid","06/01/2023","$5,389.00","Natural Gas",,"814","1","Home Performance","Single Family","Building Shell","1,316.00","16.00","$363.00"," Whitesboro NY 13492 (43.120445, -75.29465)"
"06/30/2023","577669","Monroe","Rochester","14621","Rochester Gas & Electric","Rochester Gas & Electric","05/25/2023","$12,857.00","Natural Gas",,"1023","1","Home Performance","Single Family","Building Shell","-123.00","51.00","$463.00"," Rochester NY 14621 (43.181935, -77.60976)"
"06/30/2023","537611","Erie","Cheektowaga","14227","National Fuel Gas Distribution","New York State Electric & Gas","04/05/2022","$10,000.00","Natural Gas",,"1,120","1","Home Performance","Single Family","Building Shell","410.00","42.00","$410.00"," Cheektowaga NY 14227 (42.884806082, -78.750933104)"
"06/30/2023","571134","Erie","Angola","14006","National Fuel Gas Distribution","National Grid","03/09/2023","$2,650.00","Natural Gas",,"1050","1","Home Performance","Single Family","Building Shell","44.00","15.00","$138.00"," Angola NY 14006 (42.6206618, -79.0914797)"
"06/30/2023","571928","Herkimer","Frankfort","13340","National Grid","Municipal","03/07/2023","$11,424.00","Natural Gas",,"1656","1","Home Performance","Single Family","Building Shell","398.00","43.00","$488.00"," Frankfort NY 13340 (43.033565, -75.068965)"
"06/30/2023","578900","Monroe","Rochester","14612","Rochester Gas & Electric","Rochester Gas & Electric","06/08/2023","$5,944.00","Natural Gas",,"1456","1","Home Performance","Single Family","Building Shell","-635.00","23.00","$125.00"," Rochester NY 14612 (43.25403, -77.613775)"
"06/30/2023","547759","Broome","Endicott","13760","New York State Electric & Gas","Municipal","11/08/2022","$8,442.00","Natural Gas",,"2264","1","Home Performance","Single Family","Building Shell","249.00","40.00","$395.00"," Endicott NY 13760 (42.110115, -76.032545)"
"06/30/2023","552258","Oneida","Utica","13502","National Grid","National Grid","05/02/2023","$7,514.00","Natural Gas",,"2300","1","Home Performance","Single Family","Building Shell","1,555.00","35.00","$575.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","553392","Queens","Queens","11361","Consolidated Edison","Consolidated Edison","01/25/2023","$7,280.00","Natural Gas",,"1930","1","Home Performance","Single Family","Building Shell","2,147.00","20.00","$696.00"," Queens NY 11361 (40.76331, -73.778385)"
"06/30/2023","528979","Oneida","Whitesboro","13492","National Grid","National Grid","03/01/2022","$6,304.00","Natural Gas",,"950","1","Home Performance","Single Family","Building Shell","208.00","20.00","$241.00"," Whitesboro NY 13492 (43.120445, -75.29465)"
"06/30/2023","536093","Kings","Brooklyn","11220",,"Consolidated Edison","05/12/2022","$4,972.00","Natural Gas",,"2,760","3","Home Performance","Single Family","Building Shell","510.00","17.00","$375.00"," Brooklyn NY 11220 (40.640195, -74.01736)"
"06/30/2023","550760","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","11/08/2022","$10,329.00","Natural Gas",,"1804","1","Home Performance","Single Family","Building Shell","439.00","30.00","$310.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","533803","Ulster","Kingston","12401","Central Hudson Gas & Electric","Central Hudson Gas & Electric","12/06/2022","$8,409.00","Natural Gas",,"2070","1","Home Performance","Single Family","Building Shell","510.00","54.00","$947.00"," Kingston NY 12401 (41.93112, -74.002205)"
"06/30/2023","554696","Broome","Endicott","13760","New York State Electric & Gas","New York State Electric & Gas","05/04/2023","$8,359.00","Natural Gas",,"1030","1","Home Performance","Single Family","Building Shell","1,081.00","24.00","$364.00"," Endicott NY 13760 (42.110115, -76.032545)"
"06/30/2023","537169","Erie","Buffalo","14223","National Fuel Gas Distribution","National Grid","07/12/2022","$2,466.00","Natural Gas",,"1,764","1","Home Performance","Single Family","Building Shell","75.00","19.00","$172.00"," Buffalo NY 14223 (42.9797911, -78.8560887)"
"06/30/2023","530624","Oneida","Verona","13478","National Grid","National Grid","04/05/2022","$5,684.00","Natural Gas",,"1,254","1","Home Performance","Single Family","Building Shell","0.00","18.00","$198.00"," Verona NY 13478 (43.13375, -75.58285)"
"06/30/2023","564205","Steuben","Savona","14879","New York State Electric & Gas","New York State Electric & Gas","02/23/2023","$10,803.00","Natural Gas",,"1036","1","Home Performance","Mobile","Building Shell","387.00","28.00","$325.00"," Savona NY 14879 (42.2844594, -77.2163307)"
"06/30/2023","548279","Queens","Queens","11434",,"Consolidated Edison","07/05/2022","$6,014.00","Natural Gas",,"1,568","1","Home Performance","Single Family","Building Shell","309.00","42.00","$711.00"," Queens NY 11434 (40.665955, -73.77108)"
"06/30/2023","575339","Erie","Buffalo","14223","National Fuel Gas Distribution","National Grid","04/13/2023","$9,763.00","Natural Gas",,"1916","1","Home Performance","Single Family","Building Shell","49.00","37.00","$328.00"," Buffalo NY 14223 (42.9797911, -78.8560887)"
